epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
0;35.819481875050066;35.819481875050066;11.196422729492188;11.196422729492188
1;46.48471229506731;46.48471229506731;1.8924931745529174;1.8924931745529174
2;60.97478253194094;60.97478253194094;0.5192082405686379;0.5192082405686379
3;111.61348407143355;111.61348407143355;315.4572663312554;315.4572663312554
4;68.13845038232803;68.13845038232803;11.87901617473364;11.87901617473364
5;87.96542480415106;87.96542480415106;2.468206273704767;2.468206273704767
6;34.08212642816305;34.08212642816305;0.10725601452589036;0.10725601452589036
7;59.02334672672749;59.02334672672749;2652.008950508118;2652.008950508118
8;108.8676085938692;108.8676085938692;2849.1651553907395;2849.1651553907395
9;72.16270908668041;72.16270908668041;4.466832665920258;4.466832665920258
10;72.62365495936274;72.62365495936274;5.469882150590419;5.469882150590419
11;141.13977120571136;141.13977120571136;1.6734502220153809;1.6734502220153809
12;184.6249523956299;184.6249523956299;20.085382450580596;20.085382450580596
