1_MobileNet, 5.99
3_NASNetMobile, 6.6
2_MobileNetV2, 9.03
0_ResNet50, 15.16
8_InceptionResNetV2, 14.2
7_Xception, 18.55
9_DenseNet121, 18.6
5_VGG16, 24.39
