epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
0;1002.75207734375;1002.75207734375;823.8332578125;823.8332578125
1;792.6691125488281;792.6691125488281;912.2482106933594;912.2482106933594
2;782.3698140869141;782.3698140869141;756.2187780761719;756.2187780761719
3;778.0599005126953;778.0599005126953;1006.97056640625;1006.97056640625
4;768.9908137207032;768.9908137207032;1031.9977622070312;1031.9977622070312
5;771.7297895019532;771.7297895019532;1073.5787421875;1073.5787421875
6;764.03241640625;764.03241640625;1080.0425793457032;1080.0425793457032
0;0.3784748696058989;0.3784748696058989;0.0847596929371357;0.0847596929371357
1;0.08680491186082363;0.08680491186082363;0.08416445544362068;0.08416445544362068
2;0.08507994347512722;0.08507994347512722;0.08555535152554512;0.08555535152554512
3;0.08514747664034367;0.08514747664034367;0.08423151883482934;0.08423151883482934
4;0.08428344837427139;0.08428344837427139;0.08395636186003685;0.08395636186003685
5;0.08404654771387578;0.08404654771387578;0.08411456653475761;0.08411456653475761
6;0.08401393487751484;0.08401393487751484;0.08514349088072777;0.08514349088072777
7;0.08382041117548943;0.08382041117548943;0.08453555661439896;0.08453555661439896
8;0.08355145627856254;0.08355145627856254;0.08397203144431115;0.08397203144431115
9;0.08336769050955772;0.08336769050955772;0.08453470352292061;0.08453470352292061
10;0.08339060440659524;0.08339060440659524;0.08401164075732231;0.08401164075732231
11;0.08322372227311134;0.08322372227311134;0.08410640001296997;0.08410640001296997
12;0.08306268742382526;0.08306268742382526;0.08397216680645943;0.08397216680645943
13;0.08310280676782131;0.08310280676782131;0.08400566798448562;0.08400566798448562
14;0.08313101454079151;0.08313101454079151;0.08413811153173446;0.08413811153173446
15;0.08306769487857818;0.08306769487857818;0.08405252605676651;0.08405252605676651
16;0.08300279570221901;0.08300279570221901;0.08395605275034905;0.08395605275034905
0;0.11690982201695442;0.11690982201695442;0.08452601429820061;0.08452601429820061
1;0.08562128358483315;0.08562128358483315;0.08405415308475495;0.08405415308475495
2;0.0858629247546196;0.0858629247546196;0.08407660648226738;0.08407660648226738
3;0.08470087391138077;0.08470087391138077;0.08429742884635925;0.08429742884635925
4;0.08453928495049477;0.08453928495049477;0.08405465519428253;0.08405465519428253
5;0.08389896800518036;0.08389896800518036;0.084039596170187;0.084039596170187
6;0.08379291307330132;0.08379291307330132;0.08401486244797707;0.08401486244797707
7;0.08379732189774514;0.08379732189774514;0.08489846813678742;0.08489846813678742
8;0.08360133776664734;0.08360133776664734;0.08395198434591293;0.08395198434591293
9;0.08344101891219616;0.08344101891219616;0.08402973049879074;0.08402973049879074
10;0.08318735926449299;0.08318735926449299;0.08404156330227852;0.08404156330227852
11;0.08318057963848113;0.08318057963848113;0.08427960255742073;0.08427960255742073
0;6.257480844500661;6.257480844500661;0.08452090638875961;0.08452090638875961
0;0.15832940405011178;0.15832940405011178;0.08395472759008407;0.08395472759008407
1;0.08686583791673183;0.08686583791673183;0.08396490377187729;0.08396490377187729
2;0.08586137174963951;0.08586137174963951;0.08427517747879028;0.08427517747879028
3;0.08519191610217094;0.08519191610217094;0.08450651130080224;0.08450651130080224
4;0.08422489712238312;0.08422489712238312;0.08395954421162605;0.08395954421162605
5;0.08395240611433982;0.08395240611433982;0.08461822670698166;0.08461822670698166
6;0.08388492014110088;0.08388492014110088;0.08408342584967614;0.08408342584967614
7;0.08391355419158936;0.08391355419158936;0.08401787558197975;0.08401787558197975
8;0.08334910087287425;0.08334910087287425;0.08403549632430077;0.08403549632430077
9;0.08366949753165245;0.08366949753165245;0.08492959144711494;0.08492959144711494
10;0.0833246593028307;0.0833246593028307;0.08418732342123986;0.08418732342123986
11;0.08323465077877044;0.08323465077877044;0.08431634891033173;0.08431634891033173
12;0.08321976613402367;0.08321976613402367;0.08419380968809127;0.08419380968809127
13;0.08306973247528077;0.08306973247528077;0.08397015514969826;0.08397015514969826
14;0.08313801589310169;0.08313801589310169;0.08411612528562545;0.08411612528562545
15;0.08308673595786095;0.08308673595786095;0.08404851946234702;0.08404851946234702
16;0.08303791498541832;0.08303791498541832;0.0840515910089016;0.0840515910089016
17;0.08299513491392135;0.08299513491392135;0.08404933923482895;0.08404933923482895
18;0.08299561735987664;0.08299561735987664;0.0839558345079422;0.0839558345079422
19;0.08298825341463088;0.08298825341463088;0.08395739176869392;0.08395739176869392
0;0.7697718807802649;0.7697718807802649;0.0838996012210846;0.0838996012210846
