epoch;acc;f1_m;loss;precision_m;recall_m;val_acc;val_f1_m;val_loss;val_precision_m;val_recall_m
0;0.7043333333333334;0.7043332742055257;0.5909189400275549;0.7043333333333334;0.7043333333333334;0.611875;0.6118749403953552;4.880676174163819;0.611875;0.611875
1;0.7719429857514049;0.7719429268621947;0.47316181041890903;0.7719429857514049;0.7719429857514049;0.40375;0.40374994054436686;9.610414428710937;0.40375;0.40375
2;0.7872801533816128;0.7872800953668228;0.4344996498819887;0.7872801533816128;0.7872801533816128;0.39348370927318294;0.3934836498179233;9.775887443905784;0.39348370927318294;0.39348370927318294
3;0.8024506126730365;0.8024505547377391;0.4026294302878762;0.8024506126730365;0.8024506126730365;0.40375;0.4037499403953552;9.610414447784423;0.40375;0.40375
4;0.8197882804084025;0.8197882235065106;0.3771639570123088;0.8197882804084025;0.8197882804084025;0.40664160415941014;0.40664154455476537;9.563807264007721;0.40664160415941014;0.40664160415941014
5;0.8364591148085044;0.8364590585425544;0.3446484778616402;0.8364591148085044;0.8364591148085044;0.405;0.40499994039535525;9.582832431793213;0.405;0.405
6;0.8519629907576235;0.8519629354455863;0.3187210888075433;0.8519629907576235;0.8519629907576235;0.4003759397749315;0.40037588054374945;9.664797859383107;0.4003759397749315;0.4003759397749315
7;0.8803867633773792;0.8803867110065732;0.2698626083598153;0.8803867633773792;0.8803867633773792;0.611875;0.6118749403953552;6.255835795402527;0.611875;0.611875
8;0.9032258064565812;0.9032257577424408;0.22503657799129975;0.9032258064565812;0.9032258064565812;0.4166666667413592;0.41666660736079203;9.402222375224408;0.4166666667413592;0.4166666667413592
9;0.9191464532899233;0.9191464088683905;0.19230796399713307;0.9191464532899233;0.9191464532899233;0.494375;0.49437494039535523;2.608437034487724;0.494375;0.494375
10;0.9357339334833709;0.9357338941344681;0.15493486065290527;0.9357339334833709;0.9357339334833709;0.39786967418546365;0.39786961473020394;9.705194000014686;0.39786967418546365;0.39786967418546365
11;0.9498207885404025;0.949820755963287;0.12249505473351274;0.9498207885404025;0.9498207885404025;0.398125;0.39812494069337845;9.701078715324401;0.398125;0.398125
12;0.9576560806918066;0.9576560512149077;0.10601118352968111;0.9576560806918066;0.9576560806918066;0.399375;0.3993749403953552;9.68093108177185;0.399375;0.399375
13;0.9649912478169212;0.9649912216787171;0.08873846139853533;0.9649912478169212;0.9649912478169212;0.400375939700239;0.4003758800955942;9.664797829506092;0.400375939700239;0.400375939700239
14;0.9697424356089023;0.9697424126355024;0.07722498740112187;0.9697424356089023;0.9697424356089023;0.414375;0.41437494054436685;9.439159646034241;0.414375;0.414375
15;0.9753271651246145;0.9753271462053441;0.06518958426956539;0.9753271651246145;0.9753271651246145;0.38345864661654133;0.38345858701189656;9.937472364956275;0.38345864661654133;0.38345864661654133
16;0.974827040098325;0.9748270203195394;0.06596790409181229;0.974827040098325;0.974827040098325;0.41625;0.41624994039535523;9.408667249679565;0.41625;0.41625
17;0.9835792281453367;0.9835792141695207;0.04608988777812047;0.9835792281453367;0.9835792281453367;0.6271929823067552;0.6271929227021105;1.9446213376850712;0.6271929823067552;0.6271929823067552
18;0.9801617070934401;0.9801616911948935;0.053843913408375285;0.9801617070934401;0.9801617070934401;0.405;0.40499994039535525;9.590266833305359;0.405;0.405
19;0.9837459364890894;0.9837459228312442;0.046834768474038675;0.9837459364890894;0.9837459364890894;0.39598997493734334;0.3959899154820837;9.726727339856906;0.39598997493734334;0.39598997493734334
