epoch;acc;f1_m;loss;precision_m;recall_m;val_acc;val_f1_m;val_loss;val_precision_m;val_recall_m
0;0.9135833333333333;0.913583290497462;0.23637858859325447;0.9135833333333333;0.9135833333333333;0.495;0.4949999403953552;2.3001284795999526;0.495;0.495
1;0.9563224139368175;0.9563223861938538;0.13080376923622078;0.9563224139368175;0.9563224139368175;0.524375;0.5243749403953553;7.666169171333313;0.524375;0.524375
2;0.9786613320046349;0.9786613159620077;0.06282307304982386;0.9786613320046349;0.9786613320046349;0.743073047858942;0.7430729896055361;0.4387388323956833;0.743073047858942;0.743073047858942
3;0.9887471868016675;0.9887471783108499;0.03821198499034986;0.9887471868016675;0.9887471868016675;0.515625;0.5156249403953552;1.9947314441204071;0.515625;0.515625
4;0.9871634575310494;0.9871634471969941;0.03661595332746045;0.9871634575310494;0.9871634575310494;0.488125;0.4881249403953552;3.6517148244380953;0.488125;0.488125
5;0.9923314161923484;0.9923314102452984;0.025130508798625977;0.9923314161923484;0.9923314161923484;0.4993702770780856;0.4993702176235785;7.039652461669307;0.4993702770780856;0.4993702770780856
6;0.9955822288905559;0.9955822248364266;0.016147473713170296;0.9955822288905559;0.9955822288905559;0.546875;0.5468749403953552;2.695788416862488;0.546875;0.546875
7;0.9932483120780196;0.9932483064340355;0.024550456244726838;0.9932483120780196;0.9932483120780196;0.993073047858942;0.9930730412528858;0.04077698228152547;0.993073047858942;0.993073047858942
8;0.9946653329999167;0.9946653284688308;0.01666753643064291;0.9946653329999167;0.9946653329999167;0.991875;0.9918749928474426;0.023650266269105488;0.991875;0.991875
9;0.9960823539218138;0.9960823504241335;0.011445402916413478;0.9960823539218138;0.9960823539218138;0.5025;0.5024999403953552;8.018752498626709;0.5025;0.5025
10;0.9964991247811953;0.9964991218399641;0.010978845291306246;0.9964991247811953;0.9964991247811953;0.9974811083123426;0.9974811059101403;0.010719655962515463;0.9974811083123426;0.9974811083123426
11;0.9973326664999583;0.9973326641151763;0.00900536842838151;0.9973326664999583;0.9973326664999583;0.996875;0.9968749970197678;0.008723080795271017;0.996875;0.996875
12;0.995332166374927;0.9953321626387687;0.015573235671355197;0.995332166374927;0.995332166374927;0.517632241813602;0.5176321822089572;2.962968776147972;0.517632241813602;0.517632241813602
13;0.9976666666666667;0.9976666646798452;0.0061435191998013275;0.9976666666666667;0.9976666666666667;0.96;0.9599999713897706;0.1921893257766442;0.96;0.96
14;0.998082854046845;0.998082852298005;0.00762902402157381;0.998082854046845;0.998082854046845;0.499375;0.49937494039535524;6.987242333889007;0.499375;0.499375
15;0.9974993748437109;0.997499372458929;0.0055257997699255;0.9974993748437109;0.9974993748437109;0.5264483627204031;0.5264483031157583;7.632750479940803;0.5264483627204031;0.5264483627204031
16;0.997165958161174;0.9971659556323115;0.01106906333546414;0.997165958161174;0.997165958161174;0.9625;0.9624999743700028;0.15236289076507092;0.9625;0.9625
17;0.9989997499374844;0.9989997492220498;0.0035506544227664667;0.9989997499374844;0.9989997499374844;0.4987405541561713;0.4987404945515265;8.032451692095933;0.4987405541561713;0.4987405541561713
18;0.9981662082187214;0.9981662064698812;0.005548440640997448;0.9981662082187214;0.9981662082187214;0.89375;0.8937499469518662;0.29085071524605155;0.89375;0.89375
19;0.9992498124531133;0.9992498118966642;0.002090921488014299;0.9992498124531133;0.9992498124531133;0.545;0.5449999403953553;3.3579859924316406;0.545;0.545
