1_MobileNet, 5.06
3_NASNetMobile, 5.76
2_MobileNetV2, 7.58
8_InceptionResNetV2, 15.09
0_ResNet50, 15.22
7_Xception, 19.58
9_DenseNet121, 21.14
5_VGG16, 23.45
