epoch;acc;f1_m;loss;precision_m;recall_m;val_acc;val_f1_m;val_loss;val_precision_m;val_recall_m
0;0.3596666666666667;0.3594166073600451;10.305340953509013;0.35941666666666666;0.35941666666666666;0.368125;0.36812494054436684;10.184621572494507;0.368125;0.368125
1;0.3580833333333333;0.35808327376842497;10.34647406832377;0.3580833333333333;0.3580833333333333;0.354375;0.3543749403953552;10.406245336532592;0.354375;0.354375
2;0.3535;0.3534999405940374;10.420348713556926;0.3535;0.3535;0.353125;0.3531249405443668;10.426392974853515;0.353125;0.353125
3;0.3565;0.3564999404946963;10.371994404474894;0.3565;0.3565;0.345;0.3449999403953552;10.557352485656738;0.345;0.345
4;0.3620833333333333;0.36208327384789785;10.282001708984374;0.3620833333333333;0.3620833333333333;0.364375;0.3643749405443668;10.245064392089844;0.364375;0.364375
5;0.35258333333333336;0.3525832740068436;10.435123615900675;0.35258333333333336;0.35258333333333336;0.3625;0.36249994054436685;10.275285830497742;0.3625;0.3625
6;0.35241666666666666;0.3524166072209676;10.437809946695964;0.35241666666666666;0.35241666666666666;0.3525;0.35249994054436684;10.436466779708862;0.3525;0.3525
7;0.3636666666666667;0.3636666072209676;10.256481382369994;0.3636666666666667;0.3636666666666667;0.341875;0.34187494054436685;10.607721552848815;0.341875;0.341875
8;0.3555833333333333;0.3555832740068436;10.38676931699117;0.3555833333333333;0.3555833333333333;0.368125;0.3681249403953552;10.184621486663819;0.368125;0.368125
9;0.35225;0.35224994057416914;10.44049631245931;0.35225;0.35225;0.364375;0.36437494039535523;10.24506441116333;0.364375;0.364375
10;0.35733333333333334;0.35733327388763425;10.358562660217284;0.35733333333333334;0.35733333333333334;0.360625;0.3606249403953552;10.305507283210755;0.360625;0.360625
11;0.3625833333333333;0.3625832740068436;10.27394267463684;0.3625833333333333;0.3625833333333333;0.35;0.34999994054436684;10.476762037277222;0.35;0.35
12;0.352;0.35199994053443273;10.444525839487712;0.352;0.352;0.359375;0.35937494054436686;10.32565486907959;0.359375;0.359375
13;0.36325;0.36324994041522346;10.263197281519572;0.36325;0.36325;0.355625;0.35562494114041326;10.38609766960144;0.355625;0.355625
14;0.355;0.3549999406337738;10.396171538670858;0.355;0.355;0.36125;0.3612499409914017;10.295433449745179;0.36125;0.36125
15;0.35408333333333336;0.3540832738876343;10.410946478525798;0.35408333333333336;0.35408333333333336;0.346875;0.34687494054436685;10.527131075859069;0.346875;0.346875
16;0.36241666666666666;0.36241660724083585;10.276629001617431;0.36241666666666666;0.36241666666666666;0.36;0.3599999403953552;10.315581059455871;0.36;0.36
