epoch;acc;f1_m;loss;precision_m;recall_m;val_acc;val_f1_m;val_loss;val_precision_m;val_recall_m
0;0.6020833333333333;0.6020832737286885;0.6815611428817113;0.6020833333333333;0.6020833333333333;0.436875;0.43687494039535524;4.179909839630127;0.436875;0.436875
1;0.6503333333333333;0.6503332737286885;0.629161340991656;0.6503333333333333;0.6503333333333333;0.45875;0.4587499403953552;0.9361381632089615;0.45875;0.45875
2;0.6948333333333333;0.6948332738876343;0.5853288030227025;0.6948333333333333;0.6948333333333333;0.6125;0.6124999403953553;0.6988714972138405;0.6125;0.6125
3;0.7198333333333333;0.71983327404658;0.550310330092907;0.7198333333333333;0.7198333333333333;0.6635160680904881;0.6635160084858434;0.6616426079094447;0.6635160680904881;0.6635160680904881
4;0.7575833333333334;0.75758327460289;0.5008967254360517;0.7575833333333334;0.7575833333333334;0.680625;0.6806249403953553;0.5819066718220711;0.680625;0.680625
5;0.803;0.8029999420642853;0.43220877971251803;0.803;0.803;0.8025;0.8024999427795411;0.4724797908961773;0.8025;0.8025
6;0.8221666666666667;0.8221666097640992;0.3950134462316831;0.8221666666666667;0.8221666666666667;0.7952110901446784;0.7952110311409626;0.4187664023043603;0.7952110901446784;0.7952110901446784
7;0.8503333333333334;0.8503332794507344;0.34986755563815436;0.8503333333333334;0.8503333333333334;0.826875;0.8268749433755874;0.38790054362267257;0.826875;0.826875
8;0.8785833333333334;0.8785832808812459;0.29673460132131974;0.8785833333333334;0.8785833333333334;0.879375;0.8793749469518661;0.3356702128238976;0.879375;0.879375
9;0.8921666666666667;0.8921666169961293;0.26675013471022246;0.8921666666666667;0.8921666666666667;0.86;0.8599999457597732;0.3373117335140705;0.86;0.86
10;0.9088333333333334;0.9088332854111989;0.23079053520411252;0.9088333333333334;0.9088333333333334;0.870825456836799;0.8708254015513314;0.32692943768788224;0.870825456836799;0.870825456836799
11;0.9244166666666667;0.9244166255791982;0.19509263555581371;0.9244166666666667;0.9244166666666667;0.92;0.9199999588727951;0.2189425977692008;0.92;0.92
12;0.9355;0.935499961455663;0.16950551996007562;0.9355;0.9355;0.893125;0.8931249451637268;0.34285101206973195;0.893125;0.893125
13;0.9450833333333334;0.945083297808965;0.14761523800529538;0.9450833333333334;0.9450833333333334;0.8954001260239446;0.8954000773486959;0.27177016591276476;0.8954001260239446;0.8954001260239446
14;0.9484166666666667;0.9484166324138641;0.13739896662936857;0.9484166666666667;0.9484166666666667;0.91625;0.91624995470047;0.2028002632316202;0.91625;0.91625
15;0.9528333333333333;0.9528333017031352;0.128461842165639;0.9528333333333333;0.9528333333333333;0.9125;0.9124999564886093;0.28567359513952395;0.9125;0.9125
16;0.96;0.9599999713102977;0.11775778774761905;0.96;0.96;0.906875;0.9068749517202377;0.2611712196841836;0.906875;0.906875
17;0.9653333333333334;0.9653333075841268;0.0983345803411988;0.9653333333333334;0.9653333333333334;0.9124133585381222;0.9124133140693765;0.30875689250598387;0.9124133585381222;0.9124133585381222
18;0.9668333333333333;0.966833308617274;0.09581277101874973;0.9668333333333333;0.9668333333333333;0.923125;0.9231249570846558;0.2593952626688406;0.923125;0.923125
19;0.966;0.9659999749660492;0.09251752305139477;0.966;0.966;0.923125;0.9231249594688415;0.2519013567618094;0.923125;0.923125
