epoch;acc;f1_m;loss;precision_m;recall_m;val_acc;val_f1_m;val_loss;val_precision_m;val_recall_m
0;0.9330665999882974;0.9330665639929944;0.1884234150840738;0.9330665999882974;0.9330665999882974;0.56125;0.5612499403953553;7.071814398765564;0.56125;0.56125
1;0.9780778527965325;0.9780778361030585;0.07087483858475253;0.9780778527965325;0.9780778527965325;0.565625;0.5656249403953553;7.001297726631164;0.565625;0.565625
2;0.9884971242810703;0.9884971147419424;0.036254837112853704;0.9884971242810703;0.9884971242810703;0.5692695214105793;0.5692694618059345;6.942554992752652;0.5692695214105793;0.5692695214105793
3;0.993665082937401;0.993665077293417;0.02025413154413808;0.993665082937401;0.993665082937401;0.576875;0.5768749403953553;6.8199691534042355;0.576875;0.576875
4;0.9965824789530716;0.996582476170826;0.011858481689539702;0.9965824789530716;0.9965824789530716;0.5711586901763224;0.5711586305716776;6.912105214385602;0.5711586901763224;0.5711586901763224
5;0.9945819788280403;0.9945819738994909;0.01596744234661005;0.9945819788280403;0.9945819788280403;0.566875;0.5668749403953552;6.981150159835815;0.566875;0.566875
6;0.9960823539218138;0.9960823505036263;0.014217480668736158;0.9960823539218138;0.9960823539218138;0.9426952141057935;0.94269517672152;0.42903864284791393;0.9426952141057935;0.9426952141057935
7;0.9967491872968242;0.9967491843555931;0.011318074032109469;0.9967491872968242;0.9967491872968242;0.48625;0.48624994039535524;6.460627834796906;0.48625;0.48625
8;0.9952488122030507;0.9952488079104432;0.014848677283853254;0.9952488122030507;0.9952488122030507;0.58125;0.5812499403953553;6.749452486038208;0.58125;0.58125
9;0.9974160206718347;0.9974160182075599;0.012100585392019508;0.9974160206718347;0.9974160206718347;0.5667506297229219;0.5667505701182771;5.454786984085737;0.5667506297229219;0.5667506297229219
10;0.9981662082187214;0.9981662066288667;0.0074605651201624665;0.9981662082187214;0.9981662082187214;0.9675;0.9674999737739562;0.11775722295111223;0.9675;0.9675
11;0.9985829790781029;0.9985829778857118;0.0037495558225261213;0.9985829790781029;0.9985829790781029;0.5824937027707808;0.582493643166136;6.729406352007119;0.5824937027707808;0.5824937027707808
12;0.9971659581562057;0.9971659558509165;0.009587233460098502;0.9971659581562057;0.9971659581562057;0.74875;0.7487499403953553;1.3508027961850166;0.74875;0.74875
13;0.9994165207968659;0.9994165202404167;0.002960481906773904;0.9994165207968659;0.9994165207968659;0.9357682619647355;0.9357682205267457;0.24444909717358565;0.9357682619647355;0.9357682619647355
14;0.9964991247811953;0.9964991217604714;0.010519528686542249;0.9964991247811953;0.9964991247811953;0.560625;0.5606249403953553;7.081888194084168;0.560625;0.560625
15;0.9994998749687422;0.9994998744917858;0.0027437374398906265;0.9994998749687422;0.9994998749687422;0.9925;0.9924999928474426;0.07019394654041364;0.9925;0.9925
16;0.9982495623905977;0.9982495609597285;0.006641484723519691;0.9982495623905977;0.9982495623905977;0.5749370277078085;0.5749369681031637;6.851205575976624;0.5749370277078085;0.5749370277078085
17;0.9971659581562057;0.9971659560099019;0.009033773151580538;0.9971659581562057;0.9971659581562057;0.453125;0.4531249403953552;5.930049650669098;0.453125;0.453125
18;0.9994998749737105;0.999499874511659;0.001699873177433024;0.9994998749737105;0.9994998749737105;0.7814861460957179;0.781486089493826;1.892513334549968;0.7814861460957179;0.7814861460957179
19;0.9999166458281237;0.9999166457486309;0.0003534876882820584;0.9999166458281237;0.9999166458281237;0.9975;0.9974999976158142;0.014204085522571148;0.9975;0.9975
