epoch;acc;f1_m;loss;precision_m;recall_m;val_acc;val_f1_m;val_loss;val_precision_m;val_recall_m
0;0.5608068683912151;0.5608068088188642;7.067789765291436;0.5608068683912151;0.5608068683912151;0.566875;0.5668749403953552;6.981150078773498;0.566875;0.566875
1;0.5632241393930169;0.5632240797883721;7.039995032985618;0.5632241393930169;0.5632241393930169;0.57;0.5699999403953552;6.930781054496765;0.57;0.57
2;0.559223139120597;0.5592230795482461;7.104483539008633;0.559223139120597;0.559223139120597;0.5497481108312342;0.5497480512265894;7.257202941164262;0.5497481108312342;0.5497481108312342
3;0.5593898474693179;0.559389787896967;7.101796506334963;0.5593898474693179;0.5593898474693179;0.583125;0.5831249403953552;6.719231071472168;0.583125;0.583125
4;0.5627240143667274;0.5627239547620826;7.048056100282687;0.5627240143667274;0.5627240143667274;0.5724181360201511;0.5724180764155063;6.891805326908601;0.5724181360201511;0.5724181360201511
5;0.5573893473393183;0.5573892877669675;7.1340407800543275;0.5573893473393183;0.5573893473393183;0.565625;0.5656249403953553;7.001297736167908;0.565625;0.565625
6;0.564641160314914;0.5646411007102692;7.017155355857473;0.564641160314914;0.564641160314914;0.5642317380352645;0.5642316785807574;7.023754480503668;0.5642317380352645;0.5642317380352645
7;0.5586396599447885;0.5586396003401437;7.113888114494533;0.5586396599447885;0.5586396599447885;0.5675;0.5674999403953552;6.971076283454895;0.5675;0.5675
8;0.5644744519488041;0.5644743923764532;7.019842374699408;0.5644744519488041;0.5644744519488041;0.57;0.5699999403953552;6.930781073570252;0.57;0.57
9;0.5570559306692022;0.5570558711440501;7.139414814916205;0.5570559306692022;0.5570559306692022;0.5585642317380353;0.5585641722835282;7.115103858844459;0.5585642317380353;0.5585642317380353
0;0.5605568058929752;0.5605567462883304;7.077193921810887;0.5605568058929752;0.5605568058929752;0.56875;0.5687499403953552;6.950928692817688;0.56875;0.56875
1;0.5621405351362676;0.5621404755639168;7.057460674258225;0.5621405351362676;0.5621405351362676;0.575;0.5749999403953552;6.850190591812134;0.575;0.575
2;0.5619738268148723;0.5619737672102275;7.060147701208419;0.5619738268148723;0.5619738268148723;0.5591939546599496;0.5591938950553048;7.104953967654135;0.5591939546599496;0.5591939546599496
0;0.4389430691080609;0.43894300955558324;9.03415540819358;0.4389430691080609;0.4389430691080609;0.43;0.4299999403953552;9.18731439113617;0.43;0.43
1;0.4399433191829973;0.4399432595783525;9.027047062174542;0.4399433191829973;0.4399433191829973;0.435625;0.4356249403953552;9.096650128364564;0.435625;0.435625
